"review_score","purchase_date","approved_date","delivered_date"
2,"2018-03-22","2018-03-23","2018-04-13"
1,"2018-03-25","2018-03-25","2018-05-08"
5,"2018-05-16","2018-05-16","2018-05-18"
5,"2018-07-04","2018-07-05","2018-07-11"
5,"2018-05-01","2018-05-01","2018-05-08"
5,"2018-06-28","2018-06-30","2018-07-12"
5,"2018-05-10","2018-05-10","2018-05-16"
5,"2018-03-18","2018-03-18","2018-03-29"
5,"2018-05-13","2018-05-13","2018-05-16"
2,"2018-04-11","2018-04-11","2018-04-16"
5,"2018-07-30","2018-07-31","2018-08-09"
5,"2018-03-17","2018-03-17","2018-04-02"
5,"2018-05-07","2018-05-09","2018-05-17"
3,"2018-03-23","2018-03-23","2018-04-06"
1,"2018-07-26","2018-07-28","2018-08-02"
5,"2018-08-07","2018-08-07","2018-08-16"
5,"2018-04-20","2018-04-20","2018-05-06"
4,"2018-04-17","2018-04-17","2018-04-30"
5,"2018-08-13","2018-08-14","2018-08-24"
5,"2018-01-02","2018-01-03","2018-01-19"
4,"2018-06-13","2018-06-14","2018-06-15"
5,"2018-06-15","2018-06-15","2018-06-18"
4,"2018-04-26","2018-04-26","2018-04-30"
5,"2018-04-24","2018-04-24","2018-05-04"
5,"2018-07-21","2018-07-21","2018-07-26"
5,"2018-05-12","2018-05-12","2018-05-17"
5,"2018-05-11","2018-05-11","2018-05-17"
4,"2018-05-08","2018-05-08","2018-05-15"
5,"2018-01-09","2018-01-11","2018-01-23"
5,"2018-01-18","2018-01-18","2018-02-08"
5,"2018-02-20","2018-02-20","2018-02-26"
3,"2018-03-21","2018-03-21","2018-04-13"
5,"2018-06-10","2018-06-10","2018-06-28"
5,"2018-07-19","2018-07-21","2018-07-31"
5,"2018-03-07","2018-03-07","2018-03-20"
5,"2018-02-16","2018-02-17","2018-03-05"
5,"2018-08-21","2018-08-21","2018-08-30"
4,"2018-04-21","2018-04-24","2018-04-26"
5,"2018-07-03","2018-07-05","2018-07-10"
5,"2018-02-16","2018-02-17","2018-02-26"
5,"2018-04-11","2018-04-12","2018-04-20"
5,"2018-02-07","2018-02-07","2018-02-28"
1,"2018-03-12","2018-03-12","2018-04-13"
5,"2018-06-04","2018-06-05","2018-06-13"
5,"2018-08-16","2018-08-18","2018-08-27"
1,"2018-05-07","2018-05-07","2018-05-21"
5,"2018-02-14","2018-02-15","2018-02-27"
1,"2018-03-14","2018-03-16","2018-04-26"
1,"2018-01-05","2018-01-06","2018-01-16"
4,"2018-06-03","2018-06-05","2018-06-08"
4,"2018-03-26","2018-03-28","2018-04-09"
5,"2018-01-15","2018-01-17","2018-01-24"
4,"2018-02-18","2018-02-18","2018-03-05"
4,"2018-04-28","2018-04-28","2018-05-04"
1,"2018-01-03","2018-01-03","2018-01-11"
5,"2018-07-22","2018-07-23","2018-07-26"
2,"2018-05-16","2018-05-17","2018-06-12"
1,"2018-02-28","2018-03-02","2018-04-12"
5,"2018-04-11","2018-04-11","2018-04-25"
5,"2018-05-09","2018-05-09","2018-05-15"
1,"2018-07-17","2018-07-19","2018-07-25"
4,"2018-02-03","2018-02-03","2018-02-07"
5,"2018-06-21","2018-06-21","2018-06-30"
5,"2018-08-17","2018-08-17","2018-08-21"
5,"2018-05-02","2018-05-02","2018-05-04"
5,"2018-02-06","2018-02-06","2018-02-16"
5,"2018-06-09","2018-06-09","2018-06-20"
4,"2018-03-05","2018-03-05","2018-03-12"
5,"2018-06-09","2018-06-09","2018-06-12"
5,"2018-01-26","2018-01-26","2018-02-02"
1,"2018-03-05","2018-03-06","2018-03-29"
4,"2018-05-08","2018-05-10","2018-05-14"
1,"2018-05-09","2018-05-11","2018-05-14"
5,"2018-02-17","2018-02-17","2018-02-27"
5,"2018-04-21","2018-04-24","2018-05-03"
3,"2018-05-17","2018-05-18","2018-06-08"
5,"2018-02-14","2018-02-14","2018-02-22"
5,"2018-01-08","2018-01-08","2018-01-16"
1,"2018-02-02","2018-02-02","2018-03-05"
5,"2018-01-23","2018-01-23","2018-02-01"
1,"2018-06-16","2018-06-16","2018-06-25"
1,"2018-02-19","2018-02-19","2018-03-07"
5,"2018-08-06","2018-08-08","2018-08-15"
5,"2018-02-01","2018-02-02","2018-02-17"
1,"2018-01-02","2018-01-02","2018-01-09"
5,"2018-03-26","2018-03-26","2018-04-04"
5,"2018-01-10","2018-01-10","2018-01-24"
1,"2018-03-21","2018-03-22","2018-04-27"
2,"2018-02-23","2018-02-23","2018-03-03"
5,"2018-03-14","2018-03-14","2018-03-23"
5,"2018-07-19","2018-07-19","2018-07-30"
5,"2018-02-12","2018-02-16","2018-03-07"
4,"2018-02-22","2018-02-23","2018-03-12"
4,"2018-08-23","2018-08-23","2018-08-30"
5,"2018-03-16","2018-03-16","2018-03-21"
5,"2018-01-24","2018-01-24","2018-01-29"
5,"2018-03-18","2018-03-18","2018-04-10"
5,"2018-08-22","2018-08-23","2018-08-31"
5,"2018-03-03","2018-03-03","2018-03-08"
4,"2018-05-26","2018-05-26","2018-06-09"
5,"2018-08-06","2018-08-06","2018-08-21"
2,"2018-05-22","2018-05-24","2018-06-09"
5,"2018-08-12","2018-08-12","2018-08-15"
5,"2018-08-06","2018-08-06","2018-08-15"
5,"2018-04-11","2018-04-11","2018-04-19"
5,"2018-04-24","2018-04-25","2018-05-10"
5,"2018-05-09","2018-05-11","2018-05-24"
5,"2018-06-24","2018-06-24","2018-07-06"
4,"2018-07-14","2018-07-17","2018-07-26"
5,"2018-01-08","2018-01-09","2018-02-03"
4,"2018-03-17","2018-03-17","2018-04-04"
1,"2018-03-16","2018-03-16","2018-04-04"
4,"2018-01-05","2018-01-05","2018-01-22"
5,"2018-08-17","2018-08-17","2018-08-24"
3,"2018-06-20","2018-06-21","2018-07-10"
4,"2018-01-30","2018-01-31","2018-02-22"
5,"2018-08-22","2018-08-22","2018-08-28"
5,"2018-04-02","2018-04-02","2018-04-23"
3,"2018-05-22","2018-05-23","2018-06-05"
4,"2018-05-25","2018-05-26","2018-06-19"
5,"2018-07-24","2018-07-24","2018-08-06"
3,"2018-06-07","2018-06-07","2018-06-13"
4,"2018-01-10","2018-01-10","2018-01-25"
5,"2018-05-09","2018-05-09","2018-05-11"
5,"2018-04-16","2018-04-16","2018-04-24"
5,"2018-06-15","2018-06-15","2018-06-25"
1,"2018-07-12","2018-07-12","2018-07-24"
5,"2018-04-23","2018-04-24","2018-05-07"
1,"2018-04-14","2018-04-17","2018-06-25"
5,"2018-01-11","2018-01-11","2018-01-16"
5,"2018-01-14","2018-01-14","2018-01-22"
5,"2018-05-19","2018-05-20","2018-06-06"
4,"2018-04-18","2018-04-18","2018-04-26"
3,"2018-01-17","2018-01-18","2018-01-29"
5,"2018-05-02","2018-05-03","2018-05-14"
5,"2018-01-29","2018-01-29","2018-02-01"
5,"2018-05-04","2018-05-05","2018-05-18"
5,"2018-03-01","2018-03-01","2018-03-05"
5,"2018-01-27","2018-01-27","2018-02-09"
4,"2018-01-22","2018-01-23","2018-02-06"
3,"2018-02-18","2018-02-18","2018-02-21"
5,"2018-05-02","2018-05-02","2018-05-07"
5,"2018-08-17","2018-08-17","2018-08-22"
5,"2018-02-28","2018-03-01","2018-03-15"
5,"2018-05-04","2018-05-04","2018-05-07"
4,"2018-03-02","2018-03-02","2018-03-16"
5,"2018-04-16","2018-04-16","2018-04-20"
5,"2018-01-15","2018-01-17","2018-01-19"
5,"2018-07-12","2018-07-12","2018-07-15"
5,"2018-07-22","2018-07-23","2018-08-02"
5,"2018-02-17","2018-02-17","2018-02-28"
5,"2018-01-13","2018-01-16","2018-01-19"
5,"2018-06-26","2018-06-29","2018-07-02"
4,"2018-04-20","2018-04-24","2018-05-07"
3,"2018-03-15","2018-03-15","2018-04-04"
5,"2018-01-12","2018-01-12","2018-02-01"
1,"2018-01-19","2018-01-19","2018-01-22"
5,"2018-03-10","2018-03-10","2018-04-02"
5,"2018-06-18","2018-06-18","2018-06-22"
5,"2018-05-22","2018-05-22","2018-06-03"
5,"2018-04-09","2018-04-09","2018-04-19"
5,"2018-05-05","2018-05-05","2018-05-10"
5,"2018-05-15","2018-05-15","2018-05-23"
5,"2018-06-19","2018-06-19","2018-06-27"
4,"2018-03-20","2018-03-20","2018-03-28"
4,"2018-06-12","2018-06-12","2018-06-28"
5,"2018-03-16","2018-03-16","2018-04-06"
5,"2018-07-22","2018-07-27","2018-07-25"
5,"2018-04-17","2018-04-17","2018-04-30"
5,"2018-01-24","2018-01-26","2018-02-05"
5,"2018-06-01","2018-06-05","2018-06-14"
4,"2018-03-23","2018-03-23","2018-04-10"
5,"2018-05-08","2018-05-09","2018-05-11"
5,"2018-08-21","2018-08-22","2018-08-27"
3,"2018-02-07","2018-02-09","2018-02-21"
5,"2018-03-26","2018-03-26","2018-04-11"
5,"2018-07-16","2018-07-16","2018-07-25"
3,"2018-01-18","2018-01-19","2018-02-16"
1,"2018-01-10","2018-01-10","2018-02-10"
5,"2018-01-03","2018-01-03","2018-01-06"
5,"2018-08-13","2018-08-15","2018-08-24"
5,"2018-07-09","2018-07-09","2018-07-13"
5,"2018-04-14","2018-04-17","2018-04-19"
5,"2018-02-27","2018-03-01","2018-03-21"
5,"2018-04-06","2018-04-06","2018-04-12"
1,"2018-01-16","2018-01-18","2018-02-16"
5,"2018-07-03","2018-07-05","2018-07-06"
4,"2018-04-30","2018-04-30","2018-05-08"
4,"2018-03-06","2018-03-07","2018-03-16"
5,"2018-02-25","2018-02-25","2018-02-27"
4,"2018-01-16","2018-01-16","2018-01-21"
5,"2018-06-25","2018-06-25","2018-07-03"
5,"2018-01-10","2018-01-10","2018-01-16"
5,"2018-05-09","2018-05-10","2018-05-14"
4,"2018-07-31","2018-07-31","2018-08-07"
2,"2018-05-12","2018-05-12","2018-05-22"
1,"2018-06-27","2018-06-28","2018-07-30"
5,"2018-01-23","2018-01-24","2018-02-05"
5,"2018-01-16","2018-01-16","2018-01-23"
5,"2018-06-26","2018-06-26","2018-07-04"
5,"2018-04-28","2018-04-28","2018-05-08"
5,"2018-01-15","2018-01-16","2018-02-06"
3,"2018-05-18","2018-05-18","2018-05-22"
5,"2018-08-19","2018-08-20","2018-08-28"
1,"2018-03-25","2018-03-25","2018-04-10"
5,"2018-03-31","2018-04-03","2018-04-12"
4,"2018-01-10","2018-01-10","2018-02-15"
5,"2018-05-11","2018-05-11","2018-05-25"
1,"2018-07-02","2018-07-02","2018-07-10"
4,"2018-04-21","2018-04-24","2018-05-18"
5,"2018-01-29","2018-01-31","2018-02-05"
5,"2018-01-19","2018-01-19","2018-01-30"
5,"2018-01-14","2018-01-14","2018-01-31"
5,"2018-06-27","2018-06-27","2018-07-03"
5,"2018-08-04","2018-08-07","2018-08-11"
5,"2018-01-01","2018-01-01","2018-01-09"
5,"2018-03-08","2018-03-08","2018-03-26"
5,"2018-06-07","2018-06-07","2018-06-18"
5,"2018-01-13","2018-01-13","2018-01-16"
5,"2018-04-16","2018-04-16","2018-04-26"
5,"2018-08-20","2018-08-20","2018-08-29"
5,"2018-03-12","2018-03-14","2018-03-28"
4,"2018-08-16","2018-08-17","2018-08-23"
5,"2018-04-06","2018-04-06","2018-04-12"
5,"2018-08-16","2018-08-16","2018-08-28"
4,"2018-01-23","2018-01-24","2018-02-16"
5,"2018-02-13","2018-02-13","2018-02-20"
5,"2018-04-25","2018-04-25","2018-05-19"
5,"2018-05-18","2018-05-19","2018-06-07"
3,"2018-06-21","2018-06-21","2018-06-28"
1,"2018-01-12","2018-01-16","2018-01-30"
5,"2018-05-21","2018-05-23","2018-06-03"
5,"2018-01-16","2018-01-18","2018-01-29"
5,"2018-07-05","2018-07-06","2018-07-10"
5,"2018-08-08","2018-08-08","2018-08-22"
1,"2018-08-20","2018-08-21","2018-08-25"
1,"2018-01-06","2018-01-06","2018-01-29"
1,"2018-03-09","2018-03-09","2018-04-18"
5,"2018-06-19","2018-06-20","2018-06-28"
4,"2018-07-31","2018-07-31","2018-08-09"
5,"2018-05-17","2018-05-18","2018-05-25"
5,"2018-05-17","2018-05-18","2018-05-25"
4,"2018-08-21","2018-08-21","2018-08-24"
2,"2018-04-19","2018-04-20","2018-04-30"
5,"2018-08-17","2018-08-17","2018-08-27"
4,"2018-03-28","2018-03-28","2018-03-31"
1,"2018-08-10","2018-08-10","2018-08-18"
5,"2018-06-26","2018-06-26","2018-07-03"
5,"2018-08-06","2018-08-06","2018-08-10"
5,"2018-01-28","2018-01-28","2018-02-09"
5,"2018-02-04","2018-02-04","2018-02-07"
5,"2018-01-19","2018-01-20","2018-01-29"
5,"2018-01-13","2018-01-13","2018-01-26"
5,"2018-06-28","2018-06-28","2018-07-13"
2,"2018-04-17","2018-04-17","2018-05-04"
5,"2018-05-07","2018-05-07","2018-05-18"
4,"2018-08-08","2018-08-09","2018-08-30"
5,"2018-02-24","2018-02-25","2018-03-12"
3,"2018-07-26","2018-07-26","2018-07-27"
5,"2018-01-18","2018-01-19","2018-01-23"
4,"2018-08-03","2018-08-07","2018-08-13"
3,"2018-03-17","2018-03-18","2018-04-20"
1,"2018-03-02","2018-03-02","2018-04-27"
5,"2018-03-15","2018-03-17","2018-03-21"
4,"2018-04-01","2018-04-01","2018-04-03"
3,"2018-05-14","2018-05-16","2018-05-18"
5,"2018-01-26","2018-01-26","2018-02-15"
5,"2018-03-19","2018-03-19","2018-04-04"
4,"2018-01-23","2018-01-24","2018-01-31"
5,"2018-08-14","2018-08-14","2018-08-17"
5,"2018-01-23","2018-01-24","2018-01-30"
5,"2018-01-30","2018-02-01","2018-02-21"
1,"2018-04-13","2018-04-13","2018-04-23"
5,"2018-05-13","2018-05-13","2018-05-19"
5,"2018-08-13","2018-08-13","2018-08-20"
4,"2018-06-01","2018-06-01","2018-06-06"
5,"2018-03-14","2018-03-14","2018-03-22"
3,"2018-08-02","2018-08-02","2018-08-13"
5,"2018-05-21","2018-05-21","2018-05-23"
5,"2018-05-03","2018-05-03","2018-05-11"
5,"2018-03-05","2018-03-05","2018-03-20"
4,"2018-05-24","2018-05-24","2018-05-29"
5,"2018-07-31","2018-07-31","2018-08-02"
5,"2018-07-11","2018-07-11","2018-07-14"
5,"2018-06-14","2018-06-15","2018-06-22"
5,"2018-08-02","2018-08-02","2018-08-10"
5,"2018-06-04","2018-06-04","2018-06-06"
1,"2018-03-04","2018-03-04","2018-04-10"
5,"2018-07-08","2018-07-08","2018-07-13"
5,"2018-02-03","2018-02-03","2018-03-12"
5,"2018-03-10","2018-03-10","2018-03-18"
1,"2018-02-28","2018-02-28","2018-03-28"
5,"2018-05-08","2018-05-08","2018-05-10"
2,"2018-03-01","2018-03-03","2018-03-16"
1,"2018-03-21","2018-03-21","2018-04-05"
5,"2018-01-21","2018-01-22","2018-01-26"
4,"2018-07-27","2018-07-27","2018-08-01"
5,"2018-03-19","2018-03-19","2018-04-02"
5,"2018-04-23","2018-04-24","2018-04-27"
2,"2018-04-15","2018-04-15","2018-04-19"
5,"2018-01-07","2018-01-07","2018-01-17"
4,"2018-04-19","2018-04-19","2018-04-27"
4,"2018-07-23","2018-07-24","2018-07-26"
4,"2018-06-12","2018-06-12","2018-06-21"
5,"2018-08-12","2018-08-12","2018-08-20"
5,"2018-08-15","2018-08-15","2018-08-24"
1,"2018-05-11","2018-05-11","2018-05-24"
5,"2018-06-07","2018-06-07","2018-06-25"
5,"2018-06-05","2018-06-06","2018-06-13"
5,"2018-07-05","2018-07-05","2018-07-09"
4,"2018-06-21","2018-06-22","2018-07-04"
5,"2018-06-15","2018-06-15","2018-06-22"
1,"2018-05-21","2018-05-23","2018-05-28"
4,"2018-04-24","2018-04-24","2018-05-12"
1,"2018-07-24","2018-07-24","2018-07-26"
5,"2018-05-16","2018-05-16","2018-05-23"
1,"2018-02-20","2018-02-20","2018-03-07"
5,"2018-07-04","2018-07-05","2018-07-06"
5,"2018-03-06","2018-03-08","2018-03-23"
3,"2018-06-04","2018-06-04","2018-06-13"
1,"2018-05-20","2018-05-21","2018-06-09"
4,"2018-04-22","2018-04-24","2018-04-24"
4,"2018-04-23","2018-04-24","2018-05-11"
5,"2018-05-17","2018-05-18","2018-05-21"
1,"2018-02-27","2018-02-27","2018-04-04"
4,"2018-02-24","2018-02-24","2018-03-16"
4,"2018-01-31","2018-02-01","2018-02-09"
5,"2018-08-07","2018-08-07","2018-08-10"
5,"2018-02-15","2018-02-15","2018-02-20"
1,"2018-06-29","2018-06-29","2018-07-05"
4,"2018-03-03","2018-03-03","2018-03-16"
5,"2018-07-03","2018-07-05","2018-07-11"
5,"2018-04-13","2018-04-13","2018-04-24"
4,"2018-02-01","2018-02-01","2018-02-15"
5,"2018-03-08","2018-03-08","2018-03-09"
5,"2018-04-27","2018-04-28","2018-05-04"
4,"2018-06-22","2018-06-22","2018-06-27"
5,"2018-03-19","2018-03-19","2018-03-22"
4,"2018-02-20","2018-02-20","2018-02-27"
4,"2018-01-16","2018-01-16","2018-01-31"
5,"2018-03-12","2018-03-12","2018-03-26"
5,"2018-03-10","2018-03-10","2018-04-03"
5,"2018-08-16","2018-08-17","2018-08-28"
5,"2018-03-30","2018-03-30","2018-04-04"
5,"2018-07-23","2018-07-28","2018-08-02"
1,"2018-01-15","2018-01-15","2018-01-29"
4,"2018-04-19","2018-04-19","2018-05-09"
5,"2018-04-23","2018-04-24","2018-05-10"
5,"2018-01-17","2018-01-17","2018-01-27"
5,"2018-07-25","2018-07-25","2018-07-30"
5,"2018-01-03","2018-01-03","2018-01-09"
4,"2018-01-29","2018-01-30","2018-02-22"
5,"2018-07-17","2018-07-17","2018-07-23"
4,"2018-01-23","2018-01-24","2018-01-30"
5,"2018-01-08","2018-01-08","2018-02-28"
5,"2018-02-01","2018-02-01","2018-02-15"
5,"2018-03-22","2018-03-22","2018-04-09"
2,"2018-04-05","2018-04-05","2018-04-19"
5,"2018-07-31","2018-08-01","2018-08-15"
4,"2018-06-28","2018-06-28","2018-07-13"
3,"2018-06-28","2018-06-28","2018-07-09"
4,"2018-07-19","2018-07-19","2018-07-27"
5,"2018-01-21","2018-01-22","2018-01-27"
5,"2018-08-03","2018-08-04","2018-08-09"
4,"2018-03-03","2018-03-03","2018-03-27"
5,"2018-01-09","2018-01-10","2018-01-25"
5,"2018-04-08","2018-04-10","2018-04-17"
1,"2018-04-24","2018-04-24","2018-05-09"
5,"2018-08-01","2018-08-01","2018-08-22"
1,"2018-03-15","2018-03-15","2018-04-22"
5,"2018-01-23","2018-01-23","2018-01-26"
5,"2018-05-15","2018-05-16","2018-06-09"
5,"2018-05-18","2018-05-19","2018-06-05"
5,"2018-04-24","2018-04-26","2018-05-04"
5,"2018-08-22","2018-08-22","2018-08-30"
2,"2018-02-06","2018-02-06","2018-02-23"
3,"2018-02-26","2018-02-26","2018-03-21"
1,"2018-03-28","2018-03-30","2018-04-09"
5,"2018-07-30","2018-07-30","2018-08-15"
5,"2018-05-03","2018-05-03","2018-05-04"
5,"2018-04-01","2018-04-02","2018-04-12"
5,"2018-06-04","2018-06-04","2018-07-03"
5,"2018-01-27","2018-01-27","2018-01-31"
5,"2018-08-13","2018-08-13","2018-08-23"
5,"2018-03-09","2018-03-09","2018-03-23"
5,"2018-06-29","2018-06-29","2018-07-05"
5,"2018-08-02","2018-08-04","2018-08-28"
5,"2018-05-12","2018-05-15","2018-05-23"
1,"2018-03-08","2018-03-08","2018-03-27"
5,"2018-01-08","2018-01-08","2018-01-25"
4,"2018-03-09","2018-03-09","2018-03-29"
5,"2018-08-07","2018-08-09","2018-08-20"
5,"2018-01-14","2018-01-16","2018-01-22"
3,"2018-04-10","2018-04-10","2018-05-03"
4,"2018-03-25","2018-03-25","2018-03-28"
5,"2018-07-26","2018-07-26","2018-08-09"
5,"2018-02-09","2018-02-09","2018-02-26"
5,"2018-06-18","2018-06-18","2018-06-22"
5,"2018-03-21","2018-03-21","2018-03-31"
5,"2018-04-19","2018-04-19","2018-04-28"
3,"2018-02-20","2018-02-20","2018-03-07"
5,"2018-04-27","2018-04-28","2018-05-07"
1,"2018-02-22","2018-02-23","2018-03-05"
2,"2018-02-22","2018-02-23","2018-03-05"
4,"2018-03-20","2018-03-20","2018-04-08"
5,"2018-04-25","2018-04-26","2018-05-11"
5,"2018-04-19","2018-04-19","2018-05-11"
5,"2018-06-25","2018-06-26","2018-06-27"
5,"2018-06-19","2018-06-20","2018-06-26"
5,"2018-08-01","2018-08-01","2018-08-10"
5,"2018-01-24","2018-01-24","2018-01-31"
5,"2018-04-04","2018-04-05","2018-05-04"
4,"2018-04-05","2018-04-06","2018-04-25"
5,"2018-08-25","2018-08-28","2018-08-29"
4,"2018-07-23","2018-07-28","2018-07-30"
3,"2018-05-09","2018-05-09","2018-05-14"
1,"2018-03-05","2018-03-05","2018-03-29"
5,"2018-05-20","2018-05-20","2018-06-05"
5,"2018-03-16","2018-03-17","2018-03-23"
4,"2018-05-29","2018-05-30","2018-06-01"
1,"2018-04-15","2018-04-15","2018-04-18"
2,"2018-03-18","2018-03-18","2018-04-18"
5,"2018-07-22","2018-07-23","2018-07-30"
4,"2018-03-10","2018-03-10","2018-04-02"
1,"2018-06-10","2018-06-10","2018-06-15"
5,"2018-03-17","2018-03-17","2018-03-23"
5,"2018-07-16","2018-07-17","2018-07-23"
5,"2018-06-06","2018-06-06","2018-06-19"
5,"2018-05-14","2018-05-14","2018-05-23"
5,"2018-01-29","2018-02-03","2018-02-02"
4,"2018-07-31","2018-08-01","2018-08-03"
5,"2018-03-26","2018-03-27","2018-04-09"
4,"2018-04-08","2018-04-08","2018-05-11"
5,"2018-04-26","2018-04-26","2018-05-16"
3,"2018-02-01","2018-02-02","2018-02-20"
5,"2018-01-23","2018-01-23","2018-01-25"
5,"2018-03-01","2018-03-01","2018-03-15"
5,"2018-03-06","2018-03-06","2018-03-22"
5,"2018-04-19","2018-04-19","2018-05-09"
5,"2018-07-11","2018-07-11","2018-07-13"
1,"2018-02-17","2018-02-17","2018-04-03"
5,"2018-02-08","2018-02-08","2018-02-19"
4,"2018-03-21","2018-03-21","2018-03-28"
4,"2018-06-21","2018-06-26","2018-06-29"
5,"2018-05-01","2018-05-03","2018-05-09"
4,"2018-07-28","2018-07-31","2018-08-04"
2,"2018-03-26","2018-03-26","2018-04-02"
5,"2018-05-13","2018-05-13","2018-05-15"
5,"2018-07-01","2018-07-01","2018-07-12"
5,"2018-01-22","2018-01-22","2018-01-26"
4,"2018-02-13","2018-02-13","2018-03-16"
3,"2018-07-03","2018-07-05","2018-07-10"
4,"2018-03-07","2018-03-07","2018-03-14"
2,"2018-03-04","2018-03-04","2018-03-15"
5,"2018-04-16","2018-04-16","2018-05-02"
5,"2018-04-12","2018-04-12","2018-04-27"
1,"2018-03-22","2018-03-22","2018-04-21"
1,"2018-06-12","2018-06-12","2018-06-18"
1,"2018-06-16","2018-06-16","2018-06-23"
4,"2018-07-22","2018-07-23","2018-07-27"
5,"2018-03-24","2018-03-24","2018-04-18"
5,"2018-03-13","2018-03-13","2018-03-19"
5,"2018-03-26","2018-03-27","2018-04-03"
5,"2018-08-05","2018-08-07","2018-08-11"
5,"2018-02-06","2018-02-06","2018-02-08"
5,"2018-07-06","2018-07-06","2018-08-08"
5,"2018-03-02","2018-03-02","2018-03-20"
3,"2018-01-24","2018-01-24","2018-02-14"
5,"2018-05-23","2018-05-23","2018-06-04"
5,"2018-01-11","2018-01-11","2018-02-15"
4,"2018-02-28","2018-02-28","2018-03-22"
5,"2018-06-20","2018-06-21","2018-07-03"
1,"2018-02-16","2018-02-16","2018-03-06"
4,"2018-05-25","2018-05-29","2018-06-15"
3,"2018-07-06","2018-07-07","2018-07-19"
5,"2018-05-29","2018-05-29","2018-06-07"
3,"2018-03-29","2018-03-29","2018-04-16"
3,"2018-07-23","2018-07-24","2018-07-27"
4,"2018-04-15","2018-04-15","2018-04-20"
5,"2018-01-10","2018-01-12","2018-01-23"
5,"2018-05-01","2018-05-01","2018-05-15"
5,"2018-03-31","2018-03-31","2018-04-03"
5,"2018-03-31","2018-04-02","2018-04-07"
5,"2018-03-21","2018-03-21","2018-04-10"
5,"2018-02-03","2018-02-03","2018-02-16"
1,"2018-01-19","2018-01-22","2018-01-31"
5,"2018-04-02","2018-04-03","2018-04-04"
5,"2018-04-11","2018-04-13","2018-04-21"
5,"2018-08-22","2018-08-22","2018-08-29"
5,"2018-06-12","2018-06-12","2018-06-25"
5,"2018-08-04","2018-08-04","2018-08-10"
5,"2018-01-19","2018-01-19","2018-01-30"
5,"2018-06-21","2018-06-21","2018-07-03"
5,"2018-02-08","2018-02-08","2018-03-07"
5,"2018-06-28","2018-06-28","2018-06-29"
4,"2018-05-03","2018-05-03","2018-05-15"
5,"2018-02-21","2018-02-21","2018-03-02"
5,"2018-05-30","2018-05-30","2018-06-19"
4,"2018-04-19","2018-04-19","2018-05-07"
5,"2018-07-20","2018-07-20","2018-07-31"
4,"2018-01-14","2018-01-14","2018-01-20"
1,"2018-06-09","2018-06-09","2018-06-15"
5,"2018-08-05","2018-08-06","2018-08-17"
5,"2018-03-14","2018-03-16","2018-03-24"
5,"2018-06-01","2018-06-01","2018-06-12"
5,"2018-08-06","2018-08-06","2018-08-17"
5,"2018-02-26","2018-02-28","2018-03-13"
5,"2018-04-10","2018-04-10","2018-05-09"
5,"2018-02-15","2018-02-15","2018-02-23"
5,"2018-04-24","2018-04-24","2018-05-04"
5,"2018-01-08","2018-01-08","2018-01-15"
5,"2018-05-08","2018-05-08","2018-05-21"
5,"2018-02-08","2018-02-08","2018-02-19"
5,"2018-04-26","2018-04-26","2018-04-28"
3,"2018-05-13","2018-05-13","2018-05-23"
5,"2018-07-14","2018-07-14","2018-08-07"
5,"2018-02-03","2018-02-03","2018-02-07"
5,"2018-06-25","2018-06-25","2018-06-30"
4,"2018-04-04","2018-04-04","2018-04-09"
5,"2018-03-25","2018-03-25","2018-04-17"
4,"2018-08-04","2018-08-04","2018-08-13"
5,"2018-06-06","2018-06-06","2018-06-11"
5,"2018-02-15","2018-02-15","2018-03-05"
4,"2018-02-12","2018-02-12","2018-02-26"
4,"2018-02-08","2018-02-09","2018-02-21"
5,"2018-04-19","2018-04-19","2018-04-26"
1,"2018-02-17","2018-02-20","2018-04-02"
2,"2018-04-01","2018-04-01","2018-05-08"
4,"2018-08-10","2018-08-10","2018-08-22"
5,"2018-02-11","2018-02-11","2018-02-20"
5,"2018-04-16","2018-04-17","2018-05-02"
4,"2018-03-10","2018-03-10","2018-03-20"
5,"2018-02-17","2018-02-18","2018-02-23"
1,"2018-03-15","2018-03-17","2018-04-16"
5,"2018-01-22","2018-01-23","2018-01-25"
4,"2018-03-04","2018-03-04","2018-03-22"
5,"2018-05-30","2018-06-05","2018-06-13"
4,"2018-06-19","2018-06-19","2018-07-04"
5,"2018-02-19","2018-02-19","2018-03-10"
5,"2018-03-05","2018-03-07","2018-03-19"
2,"2018-03-19","2018-03-20","2018-04-27"
4,"2018-01-15","2018-01-15","2018-01-19"
5,"2018-07-20","2018-07-20","2018-07-30"
5,"2018-06-28","2018-06-28","2018-07-04"
5,"2018-04-30","2018-05-01","2018-05-03"
5,"2018-04-05","2018-04-05","2018-04-07"
5,"2018-08-17","2018-08-18","2018-08-22"
4,"2018-04-19","2018-04-19","2018-04-28"
5,"2018-08-04","2018-08-06","2018-08-24"
3,"2018-06-26","2018-06-26","2018-06-28"
5,"2018-05-15","2018-05-15","2018-06-01"
5,"2018-04-24","2018-04-25","2018-05-18"
3,"2018-06-18","2018-06-18","2018-07-02"
5,"2018-07-23","2018-07-23","2018-07-27"
5,"2018-01-04","2018-01-06","2018-01-23"
4,"2018-07-23","2018-07-24","2018-07-26"
5,"2018-06-15","2018-06-18","2018-06-26"
5,"2018-07-05","2018-07-06","2018-07-12"
5,"2018-04-26","2018-04-28","2018-05-07"
